,priority,issue_type,resolutiondate,vote_count,comment_count,description_length,summary_length,watch_count,hours_needed,createdYear,createdMonth,createdWeek,createdDay,createdDayofweek,createdDayofyear,createdIs_month_end,createdIs_month_start,createdIs_quarter_end,createdIs_quarter_start,createdIs_year_end,createdIs_year_start,worker_1,worker_2,worker_3,worker_4,number_of_steps,step1,step2,step3,step4,step5,step6,In Progress,Non-existent,Open,Patch Available,Reopened,Resolved,In Progress_Open,index,Open_Patch Available.1,Patch Available_In Progress.1,Open_Resolved.1,Patch Available_Resolved.1,Resolved_Reopened.1,Reopened_Resolved.1,In Progress_Patch Available.1,Patch Available_Open.1,Reopened_Patch Available.1,Open_In Progress.1,In Progress_Resolved.1,In Progress_Open.1,Open_Patch Available.2,Patch Available_In Progress.2,Open_Resolved.2,Patch Available_Resolved.2,Resolved_Reopened.2,Reopened_Resolved.2,In Progress_Patch Available.2,Patch Available_Open.2,Reopened_Patch Available.2,Open_In Progress.2,In Progress_Resolved.2,In Progress_Open.2,projects_in_progress,steps_taken_combined_Non-existent_Open_In Progress_Patch Available_Resolved,steps_taken_combined_Non-existent_Open_In Progress_Patch Available_Resolved_Reopened_Resolved,steps_taken_combined_Non-existent_Open_In Progress_Resolved,steps_taken_combined_Non-existent_Open_Patch Available_In Progress_Patch Available_Resolved,steps_taken_combined_Non-existent_Open_Patch Available_In Progress_Resolved,steps_taken_combined_Non-existent_Open_Patch Available_Patch Available_Resolved,steps_taken_combined_Non-existent_Open_Patch Available_Resolved,steps_taken_combined_Non-existent_Open_Patch Available_Resolved_Reopened,steps_taken_combined_Non-existent_Open_Patch Available_Resolved_Reopened_Resolved,steps_taken_combined_Non-existent_Open_Resolved,steps_taken_combined_Non-existent_Open_Resolved_Reopened,steps_taken_combined_Non-existent_Open_Resolved_Reopened_Patch Available,steps_taken_combined_Non-existent_Open_Resolved_Reopened_Patch Available_Resolved,steps_taken_combined_Non-existent_Open_Resolved_Reopened_Resolved
2152,3.0,1,2009-04-14 22:15:43.823000+00:00,0,-0.2,-0.4155405405405405,0.037037037037037035,-1.0,10.0,2009,4,16,14,1,104,False,False,False,False,False,False,14,14,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2153,3.0,2,2009-04-15 05:19:24.327000+00:00,0,-0.2,-0.34290540540540543,-0.2222222222222222,-1.0,21.0,2009,4,16,14,1,104,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2154,3.0,1,2009-05-22 20:45:12.469000+00:00,0,0.8,-0.36317567567567566,-0.4444444444444444,-1.0,928.0,2009,4,16,14,1,104,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2155,0.0,2,2009-04-14 22:29:06.709000+00:00,0,-0.4,-0.3733108108108108,0.25925925925925924,-1.0,18.0,2009,4,16,14,1,104,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,33.735464416167275,11.395881941565001,80.08249810890861,29.170833448495678,89.43867245757019,7.970734577528706,1.2311141846714704,1.002432732204834,8.07301900463,2.9071125347193085,56.77396634832408,4.64328611111,33.735464416167275,11.395881941565001,80.08249810890861,29.170833448495678,89.43867245757019,7.970734577528706,1.2311141846714704,1.002432732204834,8.07301900463,2.9071125347193085,56.77396634832408,4.64328611111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2151,3.0,2,2009-04-22 05:36:36.373000+00:00,0,-0.2,-0.5591216216216216,-0.037037037037037035,-1.0,161.0,2009,4,16,15,2,105,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2150,0.0,2,2009-04-21 19:55:24.207000+00:00,0,-0.6,-0.09121621621621621,-0.7037037037037037,-1.0,0.0,2009,4,17,21,1,111,False,False,False,False,False,False,14,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,33.735464416167275,11.395881941565001,80.08249810890861,29.170833448495678,89.43867245757019,7.970734577528706,1.2311141846714704,1.002432732204834,8.07301900463,2.9071125347193085,56.77396634832408,4.64328611111,33.735464416167275,11.395881941565001,80.08249810890861,29.170833448495678,89.43867245757019,7.970734577528706,1.2311141846714704,1.002432732204834,8.07301900463,2.9071125347193085,56.77396634832408,4.64328611111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2145,3.0,2,2009-05-13 17:56:43.272000+00:00,0,-0.2,0.06418918918918919,0.18518518518518517,-1.0,452.0,2009,4,17,24,4,114,False,False,False,False,False,False,14,0,0,0,4,1,5,2.0,0.0,0.0,0.0,1,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2147,3.0,5,2009-07-14 23:07:57.458000+00:00,0,-0.4,-0.4155405405405405,-1.0,-1.0,1946.0,2009,4,17,24,4,114,False,False,False,False,False,False,14,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2148,3.0,5,2009-05-19 23:37:19.126000+00:00,0,1.2,-0.49324324324324326,-1.4074074074074074,-1.0,603.0,2009,4,17,24,4,114,False,False,False,False,False,False,14,0,0,0,5,1,5,3.0,2.0,0.0,0.0,1,1,1,1,0,1,10.1173466319,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,3.0,2,2009-05-12 17:19:45.581000+00:00,0,0.4,-0.2922297297297297,-1.0,-1.0,431.0,2009,4,17,24,4,114,False,False,False,False,False,False,14,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2144,3.0,1,2009-06-05 18:59:36.068000+00:00,0,1.8,0.40202702702702703,-0.1111111111111111,0.0,991.0,2009,4,17,25,5,115,False,False,False,False,False,False,14,14,14,0,4,1,2,6.0,0.0,0.0,0.0,0,1,1,0,1,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2142,3.0,3,2009-09-30 21:32:28.433000+00:00,0,0.2,0.38006756756756754,-1.1851851851851851,2.0,3745.0,2009,4,18,27,0,117,False,False,False,False,False,False,14,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2141,3.0,2,2009-06-05 18:32:17.730000+00:00,0,2.2,2.0625,-0.2962962962962963,-1.0,887.0,2009,4,18,29,2,119,False,False,False,False,False,False,14,14,14,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2140,3.0,0,2009-05-18 18:37:13.304000+00:00,0,3.0,0.10641891891891891,0.2222222222222222,0.0,407.0,2009,5,18,1,4,121,False,True,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2139,3.0,5,2009-06-23 20:02:38.061000+00:00,0,3.2,4.591216216216216,1.3703703703703705,0.0,1151.0,2009,5,19,6,2,126,False,False,False,False,False,False,14,14,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2138,3.0,2,2009-07-01 16:54:07.053000+00:00,0,-0.2,-0.5050675675675675,-0.14814814814814814,-1.0,1233.0,2009,5,20,11,0,131,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2136,3.0,1,2009-09-24 21:25:40.475000+00:00,0,0.4,-0.0472972972972973,-0.5185185185185185,1.0,3237.0,2009,5,20,12,1,132,False,False,False,False,False,False,14,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2137,3.0,2,2009-06-25 18:53:39.609000+00:00,0,1.4,2.9510135135135136,0.037037037037037035,0.0,1062.0,2009,5,20,12,1,132,False,False,False,False,False,False,14,14,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2134,3.0,2,2009-06-02 17:40:45.084000+00:00,0,0.6,-0.42736486486486486,0.07407407407407407,-0.5,489.0,2009,5,20,13,2,133,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2135,3.0,1,2009-05-13 17:18:01.035000+00:00,0,-0.2,-0.40371621621621623,0.2962962962962963,-1.0,8.0,2009,5,20,13,2,133,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2133,3.0,5,2009-05-14 21:15:55.229000+00:00,1,0.6,-0.41385135135135137,-0.4444444444444444,0.0,15.0,2009,5,20,14,3,134,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2132,3.0,2,2009-05-22 19:29:30.830000+00:00,0,-0.4,-0.4189189189189189,-1.0,-0.5,171.0,2009,5,20,15,4,135,False,False,False,False,False,False,14,14,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2129,3.0,2,2009-05-26 18:06:47.028000+00:00,0,0.6,4.454391891891892,-0.4074074074074074,-0.5,91.0,2009,5,21,22,4,142,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
